path,model_family,purpose,row_count,countries,specifications,minimum_target_date,maximum_target_date,contains_2024_validation,contains_2025_testing,authority_status,source_file_size_bytes
results/exponential_smoothing/holt_winters/mini_validation_2024/holt_winters_validation_2024_forecasts.csv,exponential_smoothing,Mini validation or smoke artifact,840,"[""Austria"", ""Germany""]","[""Holt-Winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-14,2024-10-27,True,False,mini,248652
results/exponential_smoothing/holt_winters/mini_validation_2024/holt_winters_validation_2024_jobs.csv,exponential_smoothing,Mini validation or smoke artifact,24,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-15,2024-10-27,True,False,mini,21014
results/exponential_smoothing/holt_winters/mini_validation_2024/holt_winters_validation_2024_summary.csv,exponential_smoothing,Mini validation or smoke artifact,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,mini,1018
results/exponential_smoothing/holt_winters/tables/holt_winters_optimizer_attempts_2024.csv,exponential_smoothing,Analysis output,24,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s168_undamped"", ""hw_add_s24_damped"", ""hw_add_s24_undamped"", ""hw_mul_s168_damped"", ""hw_mul_s168_undamped"", ""hw_mul_s24_damped"", ""hw_mul_s24_undamped""]",,,True,False,analysis,7809
results/exponential_smoothing/holt_winters/tables/holt_winters_screening_2024.csv,exponential_smoothing,Analysis output,16,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s168_undamped"", ""hw_add_s24_damped"", ""hw_add_s24_undamped"", ""hw_mul_s168_damped"", ""hw_mul_s168_undamped"", ""hw_mul_s24_damped"", ""hw_mul_s24_undamped""]",,,True,False,analysis,16574
results/exponential_smoothing/holt_winters/tables/holt_winters_shortlists_2024.csv,exponential_smoothing,Selection/screening/table artifact,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,authoritative,8447
results/exponential_smoothing/holt_winters/validation_2024/holt_winters_selected_specifications_2024.csv,exponential_smoothing,Selection/screening/table artifact,2,"[""Austria"", ""Germany""]","[""hw_mul_s168_damped""]",,,True,False,authoritative,400
results/exponential_smoothing/holt_winters/validation_2024/holt_winters_validation_2024_forecasts.csv,exponential_smoothing,Analysis output,102480,"[""Austria"", ""Germany""]","[""Holt-Winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-01,2024-12-31,True,False,analysis,30312769
results/exponential_smoothing/holt_winters/validation_2024/holt_winters_validation_2024_jobs.csv,exponential_smoothing,Analysis output,2928,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",2024-01-01,2024-12-31,True,False,analysis,2505963
results/exponential_smoothing/holt_winters/validation_2024/holt_winters_validation_2024_summary.csv,exponential_smoothing,Analysis output,8,"[""Austria"", ""Germany""]","[""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped""]",,,True,False,analysis,1073
results/model_validation_2024_all_models.csv,cross-family/other,Cross-family 2024 validation summary,34,"[""Austria"", ""Germany""]","[""Average hour-of-week profile"", ""Daily seasonal naive"", ""Naive"", ""Weekly seasonal naive"", ""arima"", ""arima_p2_d1_q0"", ""arima_p2_d1_q1"", ""arima_p2_d1_q2"", ""baselines"", ""holt_winters"", ""hw_add_s168_damped"", ""hw_add_s24_damped"", ""hw_mul_s168_damped"", ""hw_mul_s24_damped"", ""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors"", ""regression_arima_errors_intervention"", ""sarima"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p1_d1_q1_P0_D0_Q1_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,authoritative,11703
results/model_validation_2024_selected_overview.csv,cross-family/other,Cross-family 2024 validation summary,12,"[""Austria"", ""Germany""]","[""Weekly seasonal naive"", ""arima"", ""arima_p2_d1_q2"", ""baselines"", ""holt_winters"", ""hw_mul_s168_damped"", ""reg_arima_h_d_m_hol"", ""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors"", ""regression_arima_errors_intervention"", ""sarima"", ""sarima_p1_d0_q1_P1_D1_Q0_s24"", ""sarima_p2_d0_q0_P0_D1_Q0_s24""]",,,True,False,authoritative,4405
results/regression_arima_errors/diagnostics/forecast_sanity_alignment_2024_mini.csv,regression_arima_errors,Mini validation or smoke artifact,48,"[""Austria"", ""Germany""]",[],2024-02-15,2024-10-27,True,False,mini,2584
results/regression_arima_errors/diagnostics/forecast_sanity_metrics_2024_mini.csv,regression_arima_errors,Mini validation or smoke artifact,48,"[""Austria"", ""Germany""]",[],2024-02-15,2024-10-27,True,False,mini,13843
results/regression_arima_errors/diagnostics/regression_forecast_sanity_2024_mini.csv,regression_arima_errors,Mini validation or smoke artifact,24,"[""Austria"", ""Germany""]",[],2024-02-15,2024-10-27,True,False,mini,7097
results/regression_arima_errors/tables/regression_arima_errors_selected_2024.csv,regression_arima_errors,Selection/screening/table artifact,2,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol""]",,,True,False,authoritative,1097
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_1/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_1/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_1/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_1/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_2/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_2/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_2/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_2/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_3/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_3/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_3/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_3/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_4/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_4/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_4/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_4/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_5/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_5/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_5/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_5/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_6/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_6/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_6/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_6/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_8/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_8/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_8/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_bounded_workers_8/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_workers_1/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_workers_1/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253690
results/regression_arima_errors/validation_2024/benchmark_workers_1/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130193
results/regression_arima_errors/validation_2024/benchmark_workers_1/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1100
results/regression_arima_errors/validation_2024/benchmark_workers_1_measured/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_workers_1_measured/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_workers_1_measured/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_workers_1_measured/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_workers_2/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_workers_2/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_workers_2/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_workers_2/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_workers_3/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_workers_3/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_workers_3/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_workers_3/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/benchmark_workers_4/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,benchmark,2005
results/regression_arima_errors/validation_2024/benchmark_workers_4/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,840,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-02-14,2024-10-27,True,False,benchmark,253745
results/regression_arima_errors/validation_2024/benchmark_workers_4/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,24,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-02-15,2024-10-27,True,False,benchmark,130217
results/regression_arima_errors/validation_2024/benchmark_workers_4/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Benchmark/runtime/fit diagnostic,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,benchmark,1099
results/regression_arima_errors/validation_2024/full_validation/regression_arima_errors_specifications_2024.csv,regression_arima_errors,Full 2024 validation artifact,4,[],"[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",,,True,False,authoritative,2005
results/regression_arima_errors/validation_2024/full_validation/regression_arima_errors_validation_2024_forecasts.csv,regression_arima_errors,Full 2024 validation artifact,102480,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",2024-01-01,2024-12-31,True,False,authoritative,30929452
results/regression_arima_errors/validation_2024/full_validation/regression_arima_errors_validation_2024_jobs.csv,regression_arima_errors,Full 2024 validation artifact,2928,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol""]",2024-01-01,2024-12-31,True,False,authoritative,15806646
results/regression_arima_errors/validation_2024/full_validation/regression_arima_errors_validation_2024_summary.csv,regression_arima_errors,Full 2024 validation artifact,8,"[""Austria"", ""Germany""]","[""reg_arima_h"", ""reg_arima_h_d"", ""reg_arima_h_d_m"", ""reg_arima_h_d_m_hol"", ""regression_arima_errors""]",,,True,False,authoritative,2806
results/regression_arima_errors/validation_2024/full_validation_runtime_segments.jsonl,regression_arima_errors,Full 2024 validation artifact,1,[],[],,,False,False,authoritative,765
results/regression_arima_errors_intervention/tables/regression_arima_errors_intervention_coefficients_2024.csv,regression_arima_errors_intervention,Selection/screening/table artifact,4,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis""]",,,True,False,authoritative,1154
results/regression_arima_errors_intervention/tables/regression_arima_errors_intervention_selected_2024.csv,regression_arima_errors_intervention,Selection/screening/table artifact,2,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors_intervention""]",,,True,False,authoritative,1206
results/regression_arima_errors_intervention/tables/regression_arima_errors_intervention_vs_calendar_2024.csv,regression_arima_errors_intervention,Analysis output,2,"[""Austria"", ""Germany""]",[],,,True,False,analysis,1268
results/regression_arima_errors_intervention/validation_2024/full_validation/regression_arima_errors_intervention_specifications_2024.csv,regression_arima_errors_intervention,Full 2024 validation artifact,1,[],"[""reg_arima_h_d_m_hol_crisis""]",,,True,False,authoritative,722
results/regression_arima_errors_intervention/validation_2024/full_validation/regression_arima_errors_intervention_validation_2024_forecasts.csv,regression_arima_errors_intervention,Full 2024 validation artifact,25620,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors_intervention""]",2024-01-01,2024-12-31,True,False,authoritative,8693259
results/regression_arima_errors_intervention/validation_2024/full_validation/regression_arima_errors_intervention_validation_2024_jobs.csv,regression_arima_errors_intervention,Full 2024 validation artifact,732,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis""]",2024-01-01,2024-12-31,True,False,authoritative,4588338
results/regression_arima_errors_intervention/validation_2024/full_validation/regression_arima_errors_intervention_validation_2024_summary.csv,regression_arima_errors_intervention,Full 2024 validation artifact,2,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors_intervention""]",,,True,False,authoritative,872
results/regression_arima_errors_intervention/validation_2024/full_validation_runtime_segments.jsonl,regression_arima_errors_intervention,Full 2024 validation artifact,4,[],[],,,False,False,authoritative,1446
results/regression_arima_errors_intervention/validation_2024/intervention_runtime_segments.jsonl,regression_arima_errors_intervention,Benchmark/runtime/fit diagnostic,4,[],[],,,False,False,benchmark,1465
results/regression_arima_errors_intervention/validation_2024/mini_validation/regression_arima_errors_intervention_specifications_2024.csv,regression_arima_errors_intervention,Mini validation or smoke artifact,1,[],"[""reg_arima_h_d_m_hol_crisis""]",,,True,False,mini,722
results/regression_arima_errors_intervention/validation_2024/mini_validation/regression_arima_errors_intervention_validation_2024_forecasts.csv,regression_arima_errors_intervention,Mini validation or smoke artifact,210,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors_intervention""]",2024-02-14,2024-10-27,True,False,mini,71501
results/regression_arima_errors_intervention/validation_2024/mini_validation/regression_arima_errors_intervention_validation_2024_jobs.csv,regression_arima_errors_intervention,Mini validation or smoke artifact,6,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis""]",2024-02-15,2024-10-27,True,False,mini,38269
results/regression_arima_errors_intervention/validation_2024/mini_validation/regression_arima_errors_intervention_validation_2024_summary.csv,regression_arima_errors_intervention,Mini validation or smoke artifact,2,"[""Austria"", ""Germany""]","[""reg_arima_h_d_m_hol_crisis"", ""regression_arima_errors_intervention""]",,,True,False,mini,435
results/selected_models_registry.csv,cross-family/other,Frozen/benchmark model registry,12,"[""Austria"", ""Germany""]","[""arima"", ""baselines"", ""holt_winters"", ""regression_arima_errors"", ""regression_arima_errors_intervention"", ""sarima""]",,,False,False,registry,3530
results/tables/apg_smard_austria_comparison.csv,cross-family/other,Diagnostic or comparison artifact,8,[],[],,,False,False,diagnostic,1093
results/tables/smard_column_summary.csv,cross-family/other,Analysis output,12,"[""Austria"", ""Germany""]",[],,,False,False,analysis,3564
